"date","code","region","name","AE_att_T1","AE_att_T2","AE_att_T3","AE_att_tot","AE_more4_T1","AE_more4_T2","AE_more4_T3","AE_more4_tot","AE_per4_T1","AE_per4_all","Em_adm_AE_T1","Em_adm_AE_T2","Em_adm_AE_T34","Em_adm_AE_tot","Em_adm_other","Em_adm_tot","Em_pat_adm_more4","Em_pat_adm_more12","time_period","file_name","day_num"
2025-03-01,"RFR","NHS England North East And Yorkshire","The Rotherham NHS Foundation Trust",9434,0,0,9434,3256,0,0,3256,0.654865380538478,0.654865380538478,1982,0,0,1982,218,2200,684,35,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"AJN","NHS England North East And Yorkshire","Workington Health Limited",0,0,336,336,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RCB","NHS England North East And Yorkshire","York And Scarborough Teaching Hospitals NHS Foundation Trust",10854,333,7214,18401,6123,0,302,6425,0.435876174682145,0.650834193793816,4796,0,0,4796,1599,6395,1355,539,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RBS","NHS England North West","Alder Hey Children's NHS Foundation Trust",6446,0,0,6446,1301,0,0,1301,0.798169407384424,0.798169407384424,831,0,0,831,297,1128,4,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RXL","NHS England North West","Blackpool Teaching Hospitals NHS Foundation Trust",9382,0,11384,20766,4164,0,71,4235,0.556171392027286,0.796060868727728,2743,0,0,2743,1747,4490,1048,549,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RMC","NHS England North West","Bolton NHS Foundation Trust",8420,0,3912,12332,3342,0,131,3473,0.603087885985748,0.718374959455076,2574,0,116,2690,1023,3713,827,272,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RY2","NHS England North West","Bridgewater Community Healthcare NHS Foundation Trust",0,0,3210,3210,0,0,106,106,NA,0.966978193146417,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RJR","NHS England North West","Countess Of Chester Hospital NHS Foundation Trust",5250,0,2446,7696,2764,0,358,3122,0.47352380952381,0.594334719334719,1598,0,0,1598,1288,2886,903,650,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RJN","NHS England North West","East Cheshire NHS Trust",4524,0,60,4584,2223,0,0,2223,0.508620689655172,0.515052356020942,754,0,0,754,205,959,602,470,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RXR","NHS England North West","East Lancashire Hospitals NHS Trust",13340,0,11173,24513,4452,0,527,4979,0.666266866566717,0.796883286419451,3876,0,101,3977,1664,5641,1629,1105,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RXN","NHS England North West","Lancashire Teaching Hospitals NHS Foundation Trust",12337,0,3441,15778,4715,0,165,4880,0.617816324876388,0.690708581569274,2420,0,92,2512,1119,3631,1433,418,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RBQ","NHS England North West","Liverpool Heart And Chest Hospital NHS Foundation Trust",0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,170,170,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"REM","NHS England North West","Liverpool University Hospitals NHS Foundation Trust",16276,1842,8129,26247,8068,120,335,8523,0.504300811010076,0.675277174534233,4562,0,0,4562,2461,7023,2957,982,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"REP","NHS England North West","Liverpool Women's NHS Foundation Trust",0,1632,0,1632,0,176,0,176,NA,0.892156862745098,0,118,0,118,14,132,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"R0A","NHS England North West","Manchester University NHS Foundation Trust",28984,3542,12838,45364,11116,154,565,11835,0.616478056858957,0.739110307733004,5886,148,165,6199,429,6628,2972,101,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RBN","NHS England North West","Mersey And West Lancashire Teaching Hospitals NHS Trust",18310,0,7558,25868,6506,0,147,6653,0.644675040961223,0.742809648987166,8282,0,0,8282,679,8961,1015,363,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RW4","NHS England North West","Mersey Care NHS Foundation Trust",0,0,14217,14217,0,0,405,405,NA,0.971512977421397,0,0,0,0,44,44,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RBT","NHS England North West","Mid Cheshire Hospitals NHS Foundation Trust",7136,0,3331,10467,4139,0,69,4208,0.419983183856502,0.597974586796599,2236,0,0,2236,1348,3584,1145,541,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"Y02532","NHS England North West","Miriam Minor Emergency",0,0,1709,1709,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RM3","NHS England North West","Northern Care Alliance NHS Foundation Trust",25828,0,8886,34714,10445,0,401,10846,0.595593929069227,0.687561214495593,7203,0,298,7501,2067,9568,2367,1306,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"NV693","NHS England North West","Rossendale Miu & Ooh",0,0,1122,1122,0,0,1,1,NA,0.999108734402852,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"NQT5F","NHS England North West","Skelmersdale Walk In Centre",0,0,1730,1730,0,0,6,6,NA,0.996531791907514,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RWJ","NHS England North West","Stockport NHS Foundation Trust",8527,0,2574,11101,3358,0,85,3443,0.606192095696024,0.689847761462931,2843,0,82,2925,956,3881,1093,292,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RMP","NHS England North West","Tameside And Glossop Integrated Care NHS Foundation Trust",9204,0,3112,12316,3813,0,20,3833,0.585723598435463,0.688778824293602,1654,0,0,1654,253,1907,695,146,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RBV","NHS England North West","The Christie NHS Foundation Trust",0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,821,821,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RET","NHS England North West","The Walton Centre NHS Foundation Trust",0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,182,182,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RTX","NHS England North West","University Hospitals Of Morecambe Bay NHS Foundation Trust",9620,0,4537,14157,3812,0,128,3940,0.603742203742204,0.721692448965176,3127,0,28,3155,1062,4217,1279,544,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RWW","NHS England North West","Warrington And Halton Teaching Hospitals NHS Foundation Trust",7272,0,3351,10623,3655,0,160,3815,0.497387238723872,0.640873576202579,1807,0,0,1807,131,1938,1408,680,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RY7","NHS England North West","Wirral Community Health And Care NHS Foundation Trust",0,0,4551,4551,0,0,402,402,NA,0.911667765326302,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RBL","NHS England North West","Wirral University Teaching Hospital NHS Foundation Trust",7845,0,3510,11355,4141,0,158,4299,0.47214786488209,0.621400264200793,2155,0,0,2155,1605,3760,1305,893,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RRF","NHS England North West","Wrightington, Wigan And Leigh NHS Foundation Trust",6924,0,5866,12790,3509,0,109,3618,0.493212016175621,0.717122752150117,2391,0,0,2391,661,3052,1621,475,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RTK","NHS England South East","Ashford And St Peter's Hospitals NHS Foundation Trust",10757,0,0,10757,3695,0,0,3695,0.656502742400297,0.656502742400297,2884,0,0,2884,678,3562,759,231,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"NTV0B","NHS England South East","Ashford Walk-In-Centre",0,0,2374,2374,0,0,23,23,NA,0.990311710193766,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RWX","NHS England South East","Berkshire Healthcare NHS Foundation Trust",0,0,1479,1479,0,0,8,8,NA,0.994590939824206,0,0,19,19,0,19,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"Y02676","NHS England South East","Brighton Station Health Centre",0,0,2040,2040,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RXQ","NHS England South East","Buckinghamshire Healthcare NHS Trust",11146,1232,3622,16000,3293,0,89,3382,0.704557688856989,0.788625,4044,677,0,4721,2216,6937,505,260,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RN7","NHS England South East","Dartford And Gravesham NHS Trust",11705,0,4168,15873,3694,0,17,3711,0.684408372490389,0.766206766206766,3244,0,0,3244,458,3702,953,407,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"Y00751","NHS England South East","East Berks Primary Care Ooh(Wam)",0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RVV","NHS England South East","East Kent Hospitals University NHS Foundation Trust",12820,0,13288,26108,6228,0,414,6642,0.514196567862715,0.745595219855983,2819,0,528,3347,549,3896,1666,1326,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RXC","NHS England South East","East Sussex Healthcare NHS Trust",10281,0,4593,14874,4198,0,100,4298,0.59167396167688,0.711039397606562,3004,0,0,3004,501,3505,280,92,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"NDJ","NHS England South East","First Community Health And Care Cic",0,0,2464,2464,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RDU","NHS England South East","Frimley Health NHS Foundation Trust",22632,945,13202,36779,9616,1,306,9923,0.575114881583598,0.730199298512738,6243,0,0,6243,120,6363,2051,437,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RW1","NHS England South East","Hampshire And Isle Of Wight Healthcare NHS Foundation Trust",0,0,3122,3122,0,0,64,64,NA,0.979500320307495,0,0,0,0,140,140,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RN5","NHS England South East","Hampshire Hospitals NHS Foundation Trust",11387,73,3630,15090,4962,0,150,5112,0.56423992271889,0.661232604373757,4215,9,36,4260,1388,5648,351,52,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"R1F","NHS England South East","Isle Of Wight NHS Trust",4290,329,1438,6057,1983,0,0,1983,0.537762237762238,0.672610203070827,1287,0,0,1287,88,1375,488,186,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RYY","NHS England South East","Kent Community Health NHS Foundation Trust",0,0,9690,9690,0,0,32,32,NA,0.996697626418989,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RWF","NHS England South East","Maidstone And Tunbridge Wells NHS Trust",19127,0,2591,21718,3207,0,26,3233,0.832331259476133,0.851137305460908,5241,0,0,5241,979,6220,818,25,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RPA","NHS England South East","Medway NHS Foundation Trust",9419,0,8156,17575,3220,0,747,3967,0.658137806561206,0.774281650071124,1903,0,0,1903,493,2396,1039,688,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RNU","NHS England South East","Oxford Health NHS Foundation Trust",0,0,3656,3656,0,0,419,419,NA,0.885393873085339,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RTH","NHS England South East","Oxford University Hospitals NHS Foundation Trust",14558,1830,2199,18587,5855,0,10,5865,0.597815634015662,0.684456878463442,4670,109,10,4789,4539,9328,771,3,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"AQN04","NHS England South East","Phl Lymington Utc",0,0,3129,3129,0,0,16,16,NA,0.994886545222116,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RHU","NHS England South East","Portsmouth Hospitals University National Health Service Trust",12464,838,4097,17399,5130,13,81,5224,0.588414634146341,0.699752859359733,3172,0,0,3172,2611,5783,1664,348,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"NTP11","NHS England South East","Practice Plus Group Hospital - Southampton",0,0,5772,5772,0,0,350,350,NA,0.939362439362439,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"NTPAD","NHS England South East","Practice Plus Group Surgical Centre - St Marys Portsmouth",0,0,5950,5950,0,0,147,147,NA,0.975294117647059,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RPC","NHS England South East","Queen Victoria Hospital NHS Foundation Trust",0,0,1400,1400,0,0,6,6,NA,0.995714285714286,0,0,3,3,493,496,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"Y07709","NHS England South East","Reading Urgent Care Centre",0,0,2020,2020,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RHW","NHS England South East","Royal Berkshire NHS Foundation Trust",13201,2367,2157,17725,5215,21,0,5236,0.604954170138626,0.70459802538787,2255,2,0,2257,423,2680,763,33,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RA2","NHS England South East","Royal Surrey County Hospital NHS Foundation Trust",7780,0,1662,9442,2280,0,1,2281,0.70694087403599,0.758419826307985,2583,0,0,2583,1108,3691,269,2,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"NQT51","NHS England South East","Station Plaza Health Centre",0,0,1024,1024,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RTP","NHS England South East","Surrey And Sussex Healthcare NHS Trust",10472,0,0,10472,3739,0,0,3739,0.642952635599694,0.642952635599694,3223,0,0,3223,923,4146,1175,688,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RDR","NHS England South East","Sussex Community NHS Foundation Trust",0,0,12570,12570,0,0,121,121,NA,0.990373906125696,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RHM","NHS England South East","University Hospital Southampton NHS Foundation Trust",11967,1243,0,13210,5121,144,0,5265,0.572073201303585,0.601438304314913,3886,9,0,3895,1645,5540,638,10,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RYR","NHS England South East","University Hospitals Sussex NHS Foundation Trust",28432,1483,2704,32619,10506,39,235,10780,0.630486775464266,0.669517765719366,8684,23,89,8796,1565,10361,1729,912,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"ACH01","NHS England South East","Whitstable Medical Practice",0,0,5414,5414,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"NTV0W","NHS England South East","Woking Walk In Centre",0,0,2683,2683,0,0,12,12,NA,0.995527394707417,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RJ8","NHS England South West","Cornwall Partnership NHS Foundation Trust",0,0,0,0,0,0,0,0,NA,NA,0,0,16,16,74,90,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RBD","NHS England South West","Dorset County Hospital NHS Foundation Trust",4514,0,4529,9043,1407,0,9,1416,0.688303057155516,0.843414795974787,1881,0,0,1881,610,2491,248,66,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RDY","NHS England South West","Dorset Healthcare University NHS Foundation Trust",0,0,0,0,0,0,0,0,NA,NA,0,0,1,1,0,1,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RTQ","NHS England South West","Gloucestershire Health And Care NHS Foundation Trust",0,0,8527,8527,0,0,126,126,NA,0.985223407998123,0,0,0,0,32,32,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RTE","NHS England South West","Gloucestershire Hospitals NHS Foundation Trust",13769,0,0,13769,5406,0,0,5406,0.607378894618346,0.607378894618346,2713,0,0,2713,2398,5111,836,459,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RN3","NHS England South West","Great Western Hospitals NHS Foundation Trust",5662,0,5652,11314,2928,0,458,3386,0.482868244436595,0.700724765776914,2450,0,0,2450,1391,3841,870,323,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RVJ","NHS England South West","North Bristol NHS Trust",9215,0,0,9215,3568,0,0,3568,0.612805208898535,0.612805208898535,2661,0,0,2661,2225,4886,945,407,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"L83087","NHS England South West","Okehampton Medical Centre",0,0,87,87,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"NQT5H","NHS England South West","Paulton Memorial Hospital",0,0,913,913,0,0,5,5,NA,0.994523548740416,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"REF","NHS England South West","Royal Cornwall Hospitals NHS Trust",6629,0,12512,19141,3494,0,709,4203,0.472922009352844,0.780418995872734,2613,0,51,2664,1130,3794,1177,423,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RH8","NHS England South West","Royal Devon University Healthcare NHS Foundation Trust",13959,0,4333,18292,6050,0,25,6075,0.566587864460205,0.667887601137109,3437,0,0,3437,1943,5380,1688,215,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RD1","NHS England South West","Royal United Hospitals Bath NHS Foundation Trust",8762,0,0,8762,3632,0,0,3632,0.585482766491669,0.585482766491669,2580,0,3,2583,1844,4427,992,163,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RNZ","NHS England South West","Salisbury NHS Foundation Trust",4905,312,1873,7090,2057,0,0,2057,0.580632008154944,0.709873060648801,1242,0,0,1242,1090,2332,510,43,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"NLX","NHS England South West","Sirona Care & Health",0,0,9729,9729,0,0,434,434,NA,0.955391098776853,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RH5","NHS England South West","Somerset NHS Foundation Trust",13097,0,9956,23053,6180,0,229,6409,0.528136214400244,0.721988461371622,3118,0,0,3118,1840,4958,508,86,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RYF","NHS England South West","South Western Ambulance Service NHS Foundation Trust",0,0,1939,1939,0,0,16,16,NA,0.991748323878288,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"AAH","NHS England South West","Tetbury Hospital Trust Ltd",0,0,707,707,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RA9","NHS England South West","Torbay And South Devon NHS Foundation Trust",7055,0,3512,10567,3137,0,50,3187,0.555350815024805,0.698400681366518,2305,0,0,2305,1183,3488,330,45,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RA7","NHS England South West","University Hospitals Bristol And Weston NHS Foundation Trust",16099,2536,0,18635,5748,207,0,5955,0.642959190011802,0.680440032197478,5388,5,0,5393,1558,6951,1695,534,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"R0D","NHS England South West","University Hospitals Dorset NHS Foundation Trust",13702,0,5527,19229,5364,0,0,5364,0.608524303021457,0.721046336262936,4209,4,0,4213,2508,6721,1374,288,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-03-01,"RK9","NHS England South West","University Hospitals Plymouth NHS Trust",9353,130,5705,15188,5004,0,193,5197,0.464984496952849,0.657821964708981,2827,0,0,2827,1502,4329,1146,735,"March 2025","March-2025-AE-by-provider-cAki3.xls",59
2025-02-01,"RC9","NHS England East Of England","Bedfordshire Hospitals NHS Foundation Trust",14688,0,8999,23687,6486,0,0,6486,0.558415032679739,0.726178916705366,4304,0,0,4304,2198,6502,88,8,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RGT","NHS England East Of England","Cambridge University Hospitals NHS Foundation Trust",9923,0,5529,15452,4774,0,51,4825,0.518895495313917,0.687742687030805,2413,0,21,2434,432,2866,1036,630,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RWH","NHS England East Of England","East And North Hertfordshire NHS Trust",8035,0,6880,14915,4478,0,127,4605,0.442688238954574,0.691250419041234,2493,0,5,2498,226,2724,521,267,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RDE","NHS England East Of England","East Suffolk And North Essex NHS Foundation Trust",12248,0,14066,26314,6074,0,374,6448,0.504082299150882,0.754959337234932,5855,0,359,6214,1040,7254,1771,778,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RY4","NHS England East Of England","Hertfordshire Community NHS Trust",0,0,1019,1019,0,0,15,15,NA,0.985279685966634,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"DT301","NHS England East Of England","Herts Urgent Care (Ascots Lane)",0,0,1895,1895,0,0,52,52,NA,0.972559366754617,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RGP","NHS England East Of England","James Paget University Hospitals NHS Foundation Trust",6286,0,1389,7675,2714,0,0,2714,0.568246897868279,0.646384364820847,1459,0,0,1459,466,1925,966,450,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RAJ","NHS England East Of England","Mid And South Essex NHS Foundation Trust",26920,0,3566,30486,9739,0,229,9968,0.638224368499257,0.673030243390409,7902,0,174,8076,1290,9366,2872,275,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RD8","NHS England East Of England","Milton Keynes University Hospital NHS Foundation Trust",8073,0,4805,12878,3159,0,256,3415,0.608695652173913,0.734819071284361,2153,0,0,2153,426,2579,735,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RM1","NHS England East Of England","Norfolk And Norwich University Hospitals NHS Foundation Trust",10792,0,7401,18193,3503,0,0,3503,0.675407709414381,0.807453416149068,2292,0,0,2292,1500,3792,1196,294,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RGN","NHS England East Of England","North West Anglia NHS Foundation Trust",13531,0,4376,17907,5849,0,172,6021,0.567733353041165,0.663762774334059,3302,0,37,3339,1499,4838,1181,792,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"Y02428","NHS England East Of England","Putnoe Walk In Centre",0,0,3152,3152,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RQW","NHS England East Of England","The Princess Alexandra Hospital NHS Trust",7328,0,2583,9911,3762,0,0,3762,0.486626637554585,0.620421753607103,1587,0,0,1587,241,1828,517,91,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RCX","NHS England East Of England","The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",6037,0,1069,7106,2929,0,0,2929,0.514825244326652,0.587813115676893,2108,0,0,2108,367,2475,397,127,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RWG","NHS England East Of England","West Hertfordshire Teaching Hospitals NHS Trust",7727,0,7263,14990,2887,0,137,3024,0.626375048531125,0.798265510340227,3978,0,0,3978,571,4549,833,17,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RGR","NHS England East Of England","West Suffolk NHS Foundation Trust",6728,0,653,7381,2428,0,0,2428,0.639120095124851,0.671047283565912,1557,0,0,1557,334,1891,849,489,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"G0Q0L","NHS England London","Barking Hospital Utc",0,0,2673,2673,0,0,13,13,NA,0.995136550692106,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RF4","NHS England London","Barking, Havering And Redbridge University Hospitals NHS Trust",12433,2272,13441,28146,6017,366,143,6526,0.516046006595351,0.768137568393377,7312,0,0,7312,437,7749,1431,816,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"R1H","NHS England London","Barts Health NHS Trust",22906,837,16926,40669,10470,24,1686,12180,0.542914520213045,0.70050898718926,4110,0,33,4143,1051,5194,1987,962,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"AD913","NHS England London","Beckenham Beacon Ucc",0,0,3574,3574,0,0,96,96,NA,0.973139339675434,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RYX","NHS England London","Central London Community Healthcare NHS Trust",0,0,11689,11689,0,0,264,264,NA,0.977414663358713,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RQM","NHS England London","Chelsea And Westminster Hospital NHS Foundation Trust",18231,0,5691,23922,6091,0,103,6194,0.665898743897757,0.741075160939721,2563,0,0,2563,353,2916,1269,43,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RJ6","NHS England London","Croydon Health Services NHS Trust",11931,0,4589,16520,4204,0,0,4204,0.647640600117341,0.745520581113802,1139,0,0,1139,125,1264,732,446,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RVR","NHS England London","Epsom And St Helier University Hospitals NHS Trust",10156,356,1265,11777,3063,0,72,3135,0.698404883812525,0.733803175681413,1793,4,0,1797,123,1920,895,652,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RJ1","NHS England London","Guy's And St Thomas' NHS Foundation Trust",9085,702,6171,15958,3570,20,137,3727,0.607044578976335,0.766449429753102,1883,0,0,1883,232,2115,159,19,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"K6K0R","NHS England London","Harold Wood Polyclinic Utc",0,0,2654,2654,0,0,7,7,NA,0.997362471740769,0,0,0,0,0,0,0,0,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RQX","NHS England London","Homerton Healthcare NHS Foundation Trust",10056,0,0,10056,2077,0,0,2077,0.793456642800318,0.793456642800318,1660,0,0,1660,306,1966,302,24,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RYJ","NHS England London","Imperial College Healthcare NHS Trust",11067,3367,6900,21334,4982,39,361,5382,0.54983283636035,0.747726633542702,3265,0,0,3265,1042,4307,981,364,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
2025-02-01,"RJZ","NHS England London","King's College Hospital NHS Foundation Trust",14163,0,9273,23436,6657,0,171,6828,0.529972463461131,0.708653353814644,3307,0,0,3307,329,3636,2473,1069,"February 2025","February-2025-AE-by-provider-1zaQ6.xls",31
